elec_demand_p1,elec_demand_p10,elec_demand_p11,elec_demand_p12,elec_demand_p13,elec_demand_p14,elec_demand_p15,elec_demand_p16,elec_demand_p17,elec_demand_p18,elec_demand_p19,elec_demand_p2,elec_demand_p20,elec_demand_p21,elec_demand_p22,elec_demand_p23,elec_demand_p24,elec_demand_p25,elec_demand_p26,elec_demand_p27,elec_demand_p28,elec_demand_p29,elec_demand_p3,elec_demand_p30,elec_demand_p31,elec_demand_p32,elec_demand_p33,elec_demand_p34,elec_demand_p4,elec_demand_p5,elec_demand_p59,elec_demand_p6,elec_demand_p7,elec_demand_p8,elec_demand_p9
6782.82814373902,19046.299634402338,2616.0275784562073,1453.2067035583004,3102.7082281713765,575.75232720661,2115.8359229302023,830.7704452831871,1060.8579959268357,597.1695747533461,14.790553277279527,3766.9257180260283,346.0575304274032,970.8514140013257,157.37733199678155,147.1672152065024,802.1993900629288,4721.472181176174,213.4393663609539,1065.3864390028687,7494.066702675695,121.37221753659792,1746.4799489860595,1296.676625901844,2618.97482243285,247.40742070877548,5994.906900303528,2179.7808531112605,763.829087327447,5909.00180043989,1068.918764958016,1596.8357677054787,212.02939823320781,182.982292244549,15532.690846257026
6852.805010668033,20478.124122616235,2811.764771008112,1567.7500695001816,3348.733567612253,585.71344013406,2158.6706426505407,847.7046150311656,1051.9598393906367,593.2148093576286,13.804516392127558,3806.349325750006,344.0800588249609,1009.6854705613787,157.37733199678155,152.27718795672817,832.8566915939962,4789.6088764902615,216.4455546195589,1106.8815291295628,7781.422250383497,126.55906443987134,1765.206314127558,1347.5063496371965,2901.8606046468517,245.42816134310527,6012.438715771516,2185.6247696075375,772.6993605996367,5989.042461468537,1089.7960845861023,1618.8472883129477,216.02995291685323,197.6600162213845,16701.239322750687
6864.632086768712,20775.646094193147,2852.869581444012,1590.6587426885578,3395.5481058864275,575.75232720661,2117.8282354753346,831.7665729154211,1047.0164190927483,590.2487353108404,13.804516392127558,3812.2628669086025,342.1025872225186,991.2903911381957,157.37733199678155,150.23319885663787,818.549950879498,4696.421925545995,212.43730360808556,1118.2926789144035,7858.188714392079,127.59643382052602,1768.1631086235839,1359.9544452458542,2908.9580973905718,237.51112388042446,5914.065751201141,2149.5872845471636,773.6849465187689,6041.068891137158,1101.2786103815497,1632.85461960861,219.0303689295873,200.5955610167516,16943.95290915808
6676.384458832915,20461.48638078463,2809.807399082593,1582.690508536079,3378.615187787258,561.8067691081799,2072.005046937298,812.8401479029744,1011.4237929479524,569.4862169833234,13.804516392127558,3706.8047162469634,330.23775760786475,990.2684422813521,157.37733199678155,150.23319885663787,817.5280408284625,4567.16260649427,206.4249270908756,1115.1805471549014,7840.553175363081,126.55906443987134,1718.883200356483,1356.8424213436897,2903.888459716486,235.53186451475426,5794.2650121698925,2106.7318969078,752.0020562978608,5898.996717811308,1111.7172701955928,1593.8341967135511,220.03050760049865,197.6600162213845,16687.537749324463
6446.742064544745,20012.26735133133,2748.150183428743,1560.7778646167626,3332.7967035189167,553.8378787662199,2038.1357336700537,799.8904886839318,1008.4577407692193,568.497525634394,13.804516392127558,3579.6635813371363,329.2490218066436,1077.1340951130496,167.59663926929986,162.49713345717973,889.0617444009529,4515.058074783497,204.42080158513895,1126.5916969397424,7905.908408235253,127.59643382052602,1659.7473104359617,1370.3278582530688,2883.609909020142,235.53186451475426,6014.386695267959,2186.59875569025,726.3768224004239,5748.920478382594,1116.9366001026144,1552.8127264905409,215.02981424594188,192.76744156243933,16320.531318264895
6352.125455739318,20012.26735133133,2748.150183428743,1549.8215426571046,3309.887461384746,543.87676583877,2002.2741078576776,785.9447018326554,997.582216113865,562.5653775408177,13.804516392127558,3527.4273011028667,326.28281440298014,1079.1779928267367,167.59663926929986,163.51912800722488,891.1055645030241,4523.074156585155,204.42080158513895,1128.666451446077,7941.17948629325,128.6338032011807,1636.0929544677533,1377.5892473581193,2884.623836554959,229.59408641774363,6009.516746526851,2184.6507835248244,715.5353772899698,5658.874734725367,1126.3313939352531,1528.80015855512,209.02898222047372,192.76744156243933,16320.531318264895
6257.508846933891,19935.92947704515,2737.3846378383882,1545.837425580865,3302.9150833439116,540.888431960535,1989.3240763143194,780.9640636714852,985.7180073989331,554.6558467493827,13.804516392127558,3475.1910208685968,322.3278711980956,1082.2438393972673,167.59663926929986,163.51912800722488,893.1493846050953,4438.905297667753,201.41461332653395,1134.890714965081,7966.0767178636015,128.6338032011807,1611.4530003342027,1380.7012712602836,2874.484561206787,238.50075356325956,5979.323064331984,2173.9369366149836,704.6939321795156,5592.8411893767325,1125.287527953849,1511.7912562675303,207.028704878651,191.7889266306503,16259.852921663047
6177.676083254312,19687.34204026707,2703.1306291418045,1531.8930158140274,3270.0453011514055,528.9350964475949,1946.489356593981,764.0298939235065,991.650111756399,558.6106121451003,13.804516392127558,3430.839462179122,324.30534280053786,988.2245445676651,157.37733199678155,150.23319885663787,815.4842207263913,4429.887205640888,200.4125505736656,1145.2644874967546,8040.768412574655,129.67117258183538,1590.7554388620204,1394.1867081696628,2827.843894605195,235.53186451475426,5795.239001918115,2107.7058829905127,695.8236589073259,5540.8147597081115,1123.1997959910402,1496.7834013078923,204.02828886591695,189.83189676707224,16056.286687902008
6231.883515382421,19874.27196319862,2728.5764641735523,1542.8493377736856,3296.9387593089104,533.91565291132,1967.4086383178671,772.9950426136129,1005.4916885904863,566.5201429365353,13.804516392127558,3461.3927581652047,328.2602860054225,991.2903911381957,157.37733199678155,150.23319885663787,818.549950879498,4463.955553297932,201.41461332653395,1153.5635055220935,8099.899337554239,131.74591134314474,1605.5394113421507,1404.5601211768776,2783.231083073238,244.43853166027017,5910.169792208255,2148.6132984644505,701.7371744221191,5552.820858862409,1134.6823217864878,1499.78497229982,203.0281501950056,191.7889266306503,16207.982679406628
6194.431107730274,20008.352588547423,2748.150183428743,1541.8533085046258,3292.954543285576,525.94676256936,1934.5354813231888,760.0453833945704,1028.2314219607726,579.3731304726173,13.804516392127558,3439.709773917017,336.1701724151917,950.4124368644556,147.15802472426327,144.1012315563669,784.826919195324,4348.724377399108,196.4042995621923,1145.2644874967546,8048.030105116007,129.67117258183538,1595.6834296887305,1394.1867081696628,2669.6711991737106,247.40742070877548,6221.846511639145,2262.569670141849,697.7948307455904,5445.766474736593,1174.3492290798515,1471.7703097084957,203.0281501950056,192.76744156243933,16318.573950632579
6359.024583464713,20578.929264301834,2825.4663744867453,1576.7143329217201,3365.6664857114224,529.9312077403399,1952.4662942293771,767.0182768202087,1043.0616828544375,588.2713526129817,13.804516392127558,3531.3696618752642,341.11385142129745,966.7636185739516,157.37733199678155,146.14522065645724,798.1117498587865,4395.818857983844,199.4104878207973,1161.8625235474321,8166.291955075175,132.78328072379944,1638.0641507984374,1413.896192883371,2735.5764889368293,250.37630975728078,6475.0838461767435,2354.1243619168526,716.520963209102,5568.828991068139,1153.4719094517654,1504.7875906196994,198.0274568404488,197.6600162213845,16783.448763308028
6572.89754295198,21712.253090242837,2982.056128528269,1632.4919719890709,3487.1850744231106,540.888431960535,1990.3202325868854,780.9640636714852,1056.903259688525,595.1921920554873,13.804516392127558,3650.6260752402954,345.06879462618207,987.2025957108217,157.37733199678155,149.2112043065927,815.4842207263913,4522.0721463599475,204.42080158513895,1214.768763458967,8529.376582142797,137.97012762707286,1693.2576480575904,1478.2113535281023,2814.6628366525715,251.36593944011588,6534.497220818257,2375.5520557365344,740.1750252682745,5784.938775845486,1079.3574247720592,1562.8179631302994,204.02828886591695,209.40219540285287,17708.304969578137
6794.6552198396985,22547.076253910953,3096.5623861711333,1706.1981378994988,3643.565553338971,544.8728771315149,2006.2587329479416,786.9408294648894,1060.8579959268357,598.1582661022754,14.790553277279527,3773.8248493777246,346.0575304274032,988.2245445676651,157.37733199678155,149.2112043065927,815.4842207263913,4557.142504242199,206.4249270908756,1201.2828591677915,8426.675501915097,136.93275824641816,1750.4223416474276,1461.6138927165587,2655.4762136862696,235.53186451475426,6190.6788396960565,2250.8818371492953,764.8146732465792,5961.02823010851,989.5849503712883,1609.842575337165,211.02925956229643,216.2517999253761,18389.468905624693
6597.537284828393,21530.216620791172,2956.6102934965215,1723.130635473516,3678.427443543144,516.981760934655,1904.6507931462086,747.095724175528,1034.1635263182386,583.3278958683347,13.804516392127558,3663.4387477505884,337.15890821641284,970.8514140013257,157.37733199678155,147.1672152065024,801.1774800118932,4310.647988841235,194.40017405645565,1140.077601230918,8002.385180570363,129.67117258183538,1699.1712370496425,1386.9253190646125,2437.48179370057,214.7496411752171,5796.212991666336,2107.7058829905127,743.1317830256711,5699.895573502548,922.7775275614123,1540.8064425228304,218.03023025867594,207.44516553927483,17558.566345705836
6087.987422824168,19736.276575065905,2709.9814308811215,1652.4125573702677,3531.0114506797845,478.1334205175999,1763.1966024418355,691.3125767704219,957.0461696711807,539.825476515442,12.818479506975589,3381.5599525241505,312.440513185884,908.5125337338721,147.15802472426327,137.96926425609598,749.0600674090788,3990.0047167749417,180.37129551629906,1038.4146304205176,7295.9262347616495,119.29747877528855,1568.086681059154,1263.481704278757,2299.5876489654293,207.8222333953714,5330.645892016444,1938.2323045984845,685.967799716004,5207.645508176367,874.7596924168139,1406.7362715500647,208.02884354956237,189.83189676707224,16097.39140818068
5584.351098870283,17891.444613149844,2456.501766526405,1551.8136011952242,3315.863785419747,441.27730268603494,1622.738568010028,636.5255569975498,873.008024607079,491.37960041790234,11.83244262182362,3101.6523376839123,285.7446465529129,868.6565283169756,136.938717451745,131.83729695582505,715.3370357249047,3677.3775265103054,166.34241697614246,938.8264141164519,6591.542058250466,107.88641558808705,1438.9733213993493,1142.1127720943443,2091.7325043279016,202.8740849811959,4966.37372618159,1805.770197349543,628.8038164063371,4769.422889044523,830.9173211978327,1288.6744792009126,190.02634747315793,172.21862799486965,14591.197015112217
5161.533128271033,16378.388797169884,2249.0203424213855,1436.2742059842833,3066.85028396137,413.386186489175,1520.1344719357294,596.6804517081883,817.6417172707298,460.7301686010915,11.83244262182362,2867.0818717262473,266.95866632971104,830.844420613766,125.69747945197489,125.70532965555412,685.7016442448729,3442.907133811828,155.31972669459086,875.5464016732435,6138.204966740322,99.58746054284958,1329.571925046385,1065.3495158409553,2016.7018667514283,190.99852878717468,4796.899509991044,1743.4350880559232,581.4956922879919,4428.249571409914,806.9084036255335,1196.6263021151333,175.02426740948758,158.5194189498232,13357.076722935913
4875.71212250464,15025.838255330102,2064.0486954598355,1293.8420205087266,2763.05381218215,399.44062839074496,1470.326658307429,576.7578990635076,792.9246157812881,446.8884897160802,10.846405736671652,2708.4018506372386,259.0487799199418,815.5151877611136,125.69747945197489,123.66134055546381,673.438723632446,3304.629722733239,149.3073501773809,839.2381978123863,5899.606497524456,96.47535240088553,1255.6520626457336,1020.7438399099317,1936.6015915008688,193.96741783567998,4606.971509087845,1675.256062266027,548.9713569566297,4189.12809658683,800.6452077371077,1132.5927876206779,161.02232601672856,144.82020990477676,12254.100062124895
4705.205108719861,14421.007405216507,1980.860388625276,1239.0604107104357,2646.51549349963,391.47173804878497,1441.4381264030146,565.8004951089331,791.9359317217105,445.8997983671508,10.846405736671652,2613.785192099693,258.06004411872067,817.5590854748006,125.69747945197489,123.66134055546381,674.4606336834815,3270.5613750761954,147.30322467164424,817.4532754958719,5738.811876965939,92.3258748782668,1211.3001452053427,994.8103073918949,1953.8383595927612,195.94667720135018,4585.543734626972,1667.4641736043243,530.245224493118,4087.0762537753044,840.3121150304715,1105.5786486933296,153.02121664943772,138.94912031404257,11761.822102596996
4656.911214642091,14001.149096642508,1923.1179168224642,1204.1993862933414,2572.8074970679504,393.46396063427494,1448.4112203109767,568.7888780056353,778.0943548876231,438.97895892464516,10.846405736671652,2586.188666692909,255.09383671505722,831.8663694706096,125.69747945197489,125.70532965555412,686.7235542959085,3297.6156511567888,149.3073501773809,811.2290119768678,5698.353875664118,92.3258748782668,1199.4729672212384,987.5489182868446,1989.3258233113636,198.9155662498555,4697.552555672448,1708.3715890782623,525.3172948974571,4050.057448049555,920.6897955986036,1094.5728883895952,149.02066196579227,135.03506058688643,11419.282766941402
4764.340489223252,13919.917768876443,1912.3523712321096,1199.2192399480423,2562.8469570096154,414.38229778191993,1525.1152532985593,598.6727069726563,788.9698795429775,444.9111070182214,10.846405736671652,2646.3096684719744,258.06004411872067,832.888318327453,125.69747945197489,126.72732420559927,687.745464346944,3418.858888406856,155.31972669459086,825.7522935212107,5803.129725189346,94.40061363957616,1227.0697158508149,1004.1463790983881,2057.258968144117,226.62519736923832,4959.55579794404,1802.8482391014045,537.1443259270434,4180.123522221107,947.8303111151158,1128.5906929647745,147.02038462396956,135.03506058688643,11352.7322674426
5126.0518999689975,14544.32243290957,1996.5193640294285,1203.2033570242816,2570.8153890562835,459.20730595544495,1688.4848819993847,663.4210030678688,847.3022390580597,477.537921532891,11.83244262182362,2847.3700678642585,276.84602434192254,863.5467840327581,136.938717451745,130.8153024057799,711.2493955207624,3734.492109347114,168.3465424818791,889.0323059644192,6251.279893455667,101.66219930415895,1319.7159433929648,1081.9469766524987,2219.48737371487,247.40742070877548,5356.943615218425,1947.9721654256125,577.5533486114632,4543.308021638594,980.1901565386495,1227.642535698385,153.02121664943772,140.90615017762062,11861.647851845199
5797.238468682493,15836.1941515988,2174.640209251662,1267.9452595131709,2708.2708418613074,502.04009154347995,1847.869885609946,725.1809162663791,951.1140653137147,534.8820197707951,12.818479506975589,3219.923160855844,310.46304158344174,901.3588917359676,147.15802472426327,135.92527515600568,744.9724272049364,4195.416812942411,189.389860292114,963.7234681924683,6761.673140647865,109.96115434939641,1493.1812204931605,1172.1956698152671,2390.841127098978,251.36593944011588,5696.86603734774,2070.694411847426,653.4434643846417,5126.604338884862,1033.4273215902695,1384.7247509425956,167.0231580421967,152.64832935908902,12915.690321848275
6342.269558988753,17491.16011849538,2401.6953526118714,1329.6990741948807,2838.753916625497,528.9350964475949,1944.497044048849,763.0337662912725,1028.2314219607726,579.3731304726173,13.804516392127558,3522.4993501373697,336.1701724151917,932.0173574412726,147.15802472426327,141.03524790623146,769.4982684297903,4493.01384982894,202.4166760794023,1027.0034806356766,7205.673770319127,116.18537063332451,1634.1217581370693,1249.9962673693778,2576.3898659705274,254.33482848862118,6121.525567572327,2225.5581989987622,714.5497913708375,5585.837631536726,1073.0942288836334,1508.7896852756028,187.02593146042386,168.30456826771353,14265.295304331323
6619.220257679636,19016.938913523038,2611.1341486424094,1447.2305279439415,3090.755580101374,553.8378787662199,2038.1357336700537,799.8904886839318,1050.971155331059,592.2261180086991,13.804516392127558,3677.2370104539805,343.09132302373973,972.8953117150127,157.37733199678155,147.1672152065024,804.2432101649999,4646.321414285637,210.4331781023489,1071.6107025218728,7515.851780299751,122.40958691725261,1705.0848260416947,1302.900673706173,2701.102952753044,249.38668007444568,6545.211108048694,2379.4480000673857,746.0885407830676,5707.8996396054135,1085.620620660485,1542.807489850782,204.02828886591695,182.982292244549,15509.202434669214
6782.82814373902,20521.18651323921,2817.636886784669,1546.833454849925,3303.911137349745,563.7989916936699,2072.005046937298,813.8362755352084,1032.1861581990834,581.350513170476,13.804516392127558,3766.9257180260283,337.15890821641284,1007.6415728476917,157.37733199678155,152.27718795672817,831.8347815429605,4647.323424510843,210.4331781023489,1106.8815291295628,7772.085788544616,125.52169505921665,1746.4799489860595,1347.5063496371965,2973.8494596188734,242.45927229459997,6590.988626215106,2396.979749556216,763.829087327447,5881.988077342721,1097.1031464559326,1589.8321020576477,208.02884354956237,197.6600162213845,16736.471940132404
6852.805010668033,20911.684100933908,2872.443300699202,1582.690508536079,3378.615187787258,548.8573223024949,2021.2010770364316,792.9175952582937,1005.4916885904863,566.5201429365353,13.804516392127558,3806.349325750006,328.2602860054225,1000.4879308497872,157.37733199678155,151.25519340668302,824.6814111857116,4562.152555368234,206.4249270908756,1112.0684153953994,7811.5064051976715,126.55906443987134,1765.206314127558,1353.7303974415254,2922.139155343196,240.48001292892977,6521.835354091377,2371.6561114056835,772.6993605996367,5950.022639217072,1093.9715485117194,1608.8420516731892,215.02981424594188,201.5740759485406,17055.52286420019
6721.721583885515,20587.73748056562,2827.4237464122643,1595.638889033857,3407.50075395643,539.8923206677899,1987.3317637691873,779.9679360392512,1000.548268292598,563.5540688897471,13.804516392127558,3733.415651460648,326.28281440298014,993.3342888518827,157.37733199678155,150.23319885663787,820.5937709815692,4487.001788477697,202.4166760794023,1112.0684153953994,7819.805482387788,126.55906443987134,1730.710378340587,1353.7303974415254,2875.498488741604,239.49038324609467,6367.944973872375,2315.1649186083405,757.9155718126539,5839.966730302681,1090.8399505675065,1577.8258180899375,218.03023025867594,197.6600162213845,16790.29955002114
6585.710208727714,20299.0237252525,2787.297621939124,1576.7143329217201,3366.662539717256,536.9039867895549,1974.3817322258292,774.987297878081,981.7632711606224,552.678464051524,13.804516392127558,3657.5252065919917,320.35039959565324,1079.1779928267367,167.59663926929986,163.51912800722488,891.1055645030241,4447.923389694617,201.41461332653395,1118.2926789144035,7863.375637635903,127.59643382052602,1696.2144425536164,1364.10381044874,2846.094590231905,241.46964261176487,6588.066656970442,2396.0057634735035,741.1606111874066,5773.933184954047,1089.7960845861023,1559.8163921383718,214.02967557503052,195.70298635780642,16556.39411795918
6476.30975479644,20387.1058878904,2799.0418534922383,1593.6468304957373,3405.5086459447625,528.9350964475949,1946.489356593981,763.0337662912725,982.7519552202,553.6671554004533,13.804516392127558,3597.4042048129263,321.3391353968744,1080.1999416835802,167.59663926929986,163.51912800722488,892.1274745540596,4471.97163509959,201.41461332653395,1148.3766192562566,8063.590874847477,131.74591134314474,1668.61769392404,1397.2987320718273,2850.1503003711737,234.54223483191916,6568.586862006011,2388.213874811801,729.3335801578204,5683.887441296819,1090.8399505675065,1535.803824202951,211.02925956229643,195.70298635780642,16627.838036538775
6438.857347144292,20556.41937829437,2822.5303165984665,1610.5793280697544,3441.366590154769,527.9389851548499,1943.500887776283,763.0337662912725,974.8424827435787,549.7123900047358,13.804516392127558,3576.7068107578384,318.37292799321096,1091.4413791088587,167.59663926929986,165.56311710731518,900.3027549623442,4400.82890910988,199.4104878207973,1168.0867870664363,8201.563033133172,133.82065010445413,1658.7617122706197,1421.1575819884213,2857.247793114894,239.49038324609467,6571.508831250675,2389.187860894514,725.3912364812917,5658.874734725367,1098.1470124373368,1528.80015855512,208.02884354956237,197.6600162213845,16764.85377080101
6407.318477542483,20449.74209243291,2808.828713119833,1634.4840305271905,3490.1732364406107,525.94676256936,1936.527793868321,760.0453833945704,981.7632711606224,552.678464051524,13.804516392127558,3557.980597088949,320.35039959565324,983.1148002834476,157.37733199678155,149.2112043065927,811.396580522249,4383.794735281358,198.40842506792896,1206.4697454336283,8483.731657597153,137.97012762707286,1649.8913287825414,1470.949964423052,2799.4539236303135,238.50075356325956,6428.33233826211,2337.5665985107353,721.4488928047629,5612.8513546338945,1103.3663423443584,1516.7938745874096,207.028704878651,197.6600162213845,16678.729594979035
6451.670012920027,20585.78009917367,2826.4450604495046,1673.329172020524,3571.8496649189583,524.950651276615,1931.5470125054908,757.0570004978683,1000.548268292598,563.5540688897471,13.804516392127558,3583.605942109534,326.28281440298014,982.0928514266042,157.37733199678155,149.2112043065927,810.3746704712134,4375.7786534797015,198.40842506792896,1239.6658175349835,8705.731972432783,141.0822357690369,1661.7185067666458,1508.2942512490251,2754.841112098356,249.38668007444568,6270.545999050222,2280.1014196306796,726.3768224004239,5623.856945525334,1111.7172701955928,1518.7949219153613,205.0284275368283,197.6600162213845,16788.342182388824
6406.3328878674265,20644.50154093227,2835.2532341143406,1687.2735817873618,3604.7194471114644,512.9973157636749,1888.7122927851524,741.1189583821237,1011.4237929479524,569.4862169833234,13.804516392127558,3557.980597088949,330.23775760786475,942.2368460097076,147.15802472426327,143.07923700632176,776.6516387870394,4287.60175366147,193.39811130358734,1244.8527038008203,8746.189973734603,141.0822357690369,1649.8913287825414,1514.518299053354,2618.97482243285,249.38668007444568,6729.295170462564,2446.6530397745696,721.4488928047629,5553.821367125267,1140.9455176749136,1499.78497229982,205.0284275368283,198.63853115317352,16836.297689380608
6573.8831326270365,21182.78142371945,2908.654681321305,1724.1266647425757,3680.419551554811,520.9662061056349,1918.5969809621326,753.0724899689321,1017.3558973054184,572.4522910301116,13.804516392127558,3651.611665433395,332.2152292103071,969.8294651444821,157.37733199678155,146.14522065645724,800.1555699608576,4387.802776182187,198.40842506792896,1266.6376261173345,8905.947209644357,145.23171329165564,1693.2576480575904,1541.4891728721125,2672.7129817781624,254.33482848862118,6893.899437912002,2506.0661908200505,741.1606111874066,5683.887441296819,1111.7172701955928,1535.803824202951,203.0281501950056,203.53110581211868,17274.74803901977
6803.525526915207,22201.598438231184,3048.6067739959167,1768.9479818502684,3775.044682108994,537.9000980822999,1979.3625135886593,776.979553142549,1034.1635263182386,583.3278958683347,13.804516392127558,3778.7528003432217,337.15890821641284,965.7416697171082,147.15802472426327,146.14522065645724,798.1117498587865,4501.029931630597,203.4187388322706,1308.1327162440286,9197.452295947218,149.38119081427436,1752.3935379781117,1592.3188966074647,2755.8550396331734,258.2933472199616,6978.636546007276,2538.207731549573,766.7858450848436,5879.987060817005,1040.7343834600995,1587.831054729696,208.02884354956237,213.316255130009,18106.629282754788
